Id,Name,Categories,Last_modified,Modified_by
5903760709662,Sok mandarynkowy 100% tłoczony – Sokpol Sp. z o.o.,"['Produkty roślinne', 'Napoje', 'Napoje roślinne', 'Napoje owocowe', 'Soki i nektary', 'Soki owocowe']",1764700717,['OFF']
5900084241748,Suszone pomidory z czosnkiem i bazylią – Kamis,"['Produkty roślinne', 'Przyprawy', 'Mieszanki przypraw']",1764700717,['OFF']
5901529024391,Curry – Bolinero,"['Produkty roślinne', 'Przyprawy', 'Curry']",1764700717,['OFF']
5711953158483,Garlic & Herbs Lactofree Fresh Cheese – Arla – 200g,"['Produkty mleczne', 'Produkty fermentowane', 'Produkty mleczne fermentowane', 'Sery', 'Serki kremowe']",1764700717,['OFF']
5907783266867,Ekologiczna kapusta kiszona – Intermarche – 1 kg,"['Produkty roślinne', 'Produkty na bazie warzyw i owoców', 'Produkty na bazie warzyw', 'Warzywa fermentowane', 'Kapusta kiszona', 'Kiszona kapusta']",1764700717,['OFF']
5900533006256,Dorato – 750ml,"['Napoje', 'Napoje alkoholowe', 'Wina']",1764700717,['OFF']
8410775555216,El Torete Semi Dry – 750ml,"['Napoje', 'Napoje alkoholowe', 'Wina']",1764700717,['OFF']
5900259122230,Maczugi o smaku pizza – Star – 80g,"['Przekąski', 'Słone przekąski', 'Przystawki', 'Chipsy i frytki', 'Chipsy', 'Chrupki kukurydziane']",1764700717,['OFF']
5900352015811,Oranżada,"['Napoje', 'Napoje gazowane']",1764700717,['OFF']
5906734854429,Przyprawa uniwersalna – na szlaku smaku – 500g,"['Przyprawy', 'Mieszanki ziół i przypraw']",1764700717,['OFF']
5203447711132,Oliwki Halkidiki w owocowej marynacie – Neféli – 170g,"['Produkty roślinne', 'Marynaty', 'Oliwki i produkty pochodne', 'Oliwki', 'Oliwki zielone']",1764700717,['OFF']
5904215140030,Serek homogenizowany o smaku waniliowym – Auchan,"['Produkty mleczne', 'Desery', 'Desery mleczne']",1764700717,['OFF']
5902854105847,Energy drink zero sugar cherry-cherry blossom – BePower – 500 ml,"['Napoje', 'Napoje słodzone', 'Napoje energetyczne']",1764700717,['OFF']
5902510402525,UFO Stars – Cornellis – 40 g,"['Przekąski', 'Słodkie przekąski', 'Produkty cukiernicze', 'Ciastka i ciasta', 'Herbatniki', 'Wafle', 'Wafelki nadziewane']",1764700717,['OFF']
5203447711408,Oliwki Halkidiki z cytrusami i ziołami – Neféli – 135g,"['Produkty roślinne', 'Marynaty', 'Oliwki i produkty pochodne', 'Oliwki', 'Oliwki zielone']",1764700717,['OFF']
